-0.012,0.765
0.002,0.765
0.019,0.765
0.051,0.765
0.097,0.764
0.158,0.764
0.233,0.764
0.323,0.764
0.428,0.763
0.547,0.763
0.681,0.763
0.829,0.762
0.992,0.762
1.169,0.761
1.362,0.76
1.561,0.76
1.761,0.759
1.961,0.758
2.161,0.757
2.361,0.756
2.562,0.755
2.763,0.754
2.963,0.753
3.165,0.752
3.366,0.751
3.567,0.75
3.769,0.749
3.971,0.749
4.173,0.748
4.375,0.747
4.578,0.746
4.781,0.745
4.984,0.744
5.187,0.743
5.39,0.742
5.593,0.741
5.797,0.74
6.001,0.739
6.205,0.738
6.409,0.737
6.613,0.736
6.818,0.735
7.023,0.734
7.228,0.733
7.433,0.731
7.638,0.73
7.844,0.729
8.05,0.728
8.256,0.727
8.462,0.726
8.668,0.725
8.874,0.724
9.081,0.723
9.288,0.722
9.495,0.721
9.702,0.72
9.91,0.719
10.117,0.718
10.325,0.717
10.533,0.716
10.741,0.715
10.95,0.714
11.158,0.713
11.367,0.712
11.576,0.711
11.785,0.71
11.994,0.709
12.204,0.708
12.413,0.707
12.623,0.706
12.833,0.705
13.043,0.705
13.254,0.704
13.464,0.703
13.675,0.702
13.886,0.701
14.097,0.7
14.309,0.7
14.52,0.699
14.732,0.698
14.943,0.697
15.156,0.696
15.368,0.696
15.58,0.695
15.793,0.694
16.005,0.693
16.218,0.692
16.431,0.692
16.645,0.691
16.858,0.69
17.072,0.69
17.286,0.689
17.5,0.688
17.714,0.688
17.928,0.687
18.143,0.686
18.358,0.686
18.572,0.685
18.787,0.684
19.003,0.684
19.218,0.683
19.434,0.682
19.65,0.682
19.866,0.681
20.082,0.681
20.298,0.68
20.514,0.679
20.731,0.679
20.948,0.678
21.165,0.678
21.382,0.677
21.6,0.676
21.817,0.676
22.035,0.675
22.253,0.675
22.471,0.674
22.689,0.674
22.907,0.673
23.126,0.673
23.345,0.672
23.564,0.672
23.783,0.671
24.002,0.671
24.221,0.67
24.441,0.67
24.661,0.669
24.881,0.669
25.101,0.668
25.321,0.668
25.542,0.667
25.762,0.667
25.983,0.666
26.204,0.666
26.425,0.666
26.647,0.665
26.868,0.665
27.09,0.664
27.312,0.664
27.534,0.663
27.756,0.663
27.978,0.663
28.201,0.662
28.423,0.662
28.646,0.661
28.869,0.661
29.092,0.661
29.316,0.66
29.539,0.66
29.763,0.659
29.987,0.659
30.211,0.659
30.435,0.658
30.659,0.658
30.884,0.658
31.109,0.657
31.333,0.657
31.558,0.656
31.784,0.656
32.009,0.656
32.234,0.655
32.46,0.655
32.686,0.655
32.912,0.654
33.253,0.654
33.766,0.653
34.536,0.652
35.681,0.65
36.831,0.649
37.984,0.648
39.142,0.646
40.303,0.645
41.468,0.644
42.638,0.642
43.81,0.641
44.986,0.64
46.165,0.639
47.347,0.638
48.532,0.637
49.72,0.636
50.91,0.635
52.103,0.634
53.297,0.633
54.493,0.632
55.69,0.631
56.889,0.63
58.089,0.629
59.29,0.629
60.49,0.628
61.691,0.627
62.891,0.627
64.09,0.626
65.288,0.625
66.485,0.625
67.681,0.624
68.875,0.623
70.068,0.623
71.26,0.622
72.451,0.622
73.642,0.621
74.785,0.621
75.876,0.62
76.933,0.62
77.966,0.62
78.986,0.619
80.004,0.619
81.032,0.619
82.084,0.618
83.18,0.618
84.349,0.618
85.571,0.617
86.801,0.617
88.039,0.617
89.288,0.617
90.547,0.616
91.816,0.616
93.095,0.616
94.385,0.616
95.683,0.616
96.991,0.615
98.308,0.615
99.632,0.615
100.871,0.615
102.019,0.615
103.114,0.615
104.208,0.615
105.332,0.615
106.515,0.615
107.805,0.615
109.162,0.615
110.52,0.615
111.88,0.614
113.24,0.615
114.601,0.615
115.962,0.615
117.323,0.615
118.684,0.615
120.045,0.615
121.408,0.615
122.771,0.615
124.137,0.615
125.505,0.615
126.876,0.615
128.252,0.615
129.633,0.616
131.02,0.616
132.415,0.616
133.816,0.616
135.225,0.616
136.642,0.617
138.066,0.617
139.497,0.617
140.935,0.617
142.378,0.618
143.825,0.618
145.275,0.618
146.726,0.619
148.177,0.619
149.627,0.619
151.076,0.62
152.523,0.62
153.969,0.62
155.413,0.621
156.856,0.621
158.298,0.622
159.742,0.622
161.188,0.623
162.638,0.623
164.092,0.624
165.55,0.624
167.012,0.625
168.477,0.625
169.945,0.626
171.415,0.626
172.887,0.627
174.359,0.627
175.831,0.628
177.301,0.628
178.77,0.629
180.237,0.63
181.702,0.63
183.166,0.631
184.63,0.631
186.094,0.632
187.559,0.633
189.027,0.633
190.501,0.634
191.978,0.635
193.458,0.635
194.939,0.636
196.419,0.637
197.559,0.637
198.063,0.638
197.945,0.638
197.514,0.637
197.081,0.637
196.644,0.637
196.219,0.637
195.826,0.637
195.406,0.636
194.98,0.636
194.562,0.636
194.151,0.636
193.747,0.636
193.348,0.636
192.993,0.635
192.634,0.635
192.236,0.635
191.834,0.635
191.43,0.635
191.022,0.635
190.611,0.634
190.2,0.634
189.789,0.634
189.38,0.634
188.974,0.634
188.574,0.634
188.178,0.633
187.788,0.633
187.402,0.633
187.018,0.633
186.636,0.633
186.253,0.633
185.869,0.632
185.484,0.632
185.098,0.632
184.712,0.632
184.327,0.632
183.943,0.632
183.561,0.631
183.181,0.631
182.804,0.631
182.43,0.631
182.058,0.631
181.688,0.631
181.32,0.631
180.953,0.63
180.587,0.63
180.221,0.63
179.856,0.63
179.49,0.63
179.125,0.63
178.76,0.63
178.396,0.629
178.032,0.629
177.67,0.629
177.309,0.629
176.95,0.629
176.593,0.629
176.238,0.629
175.885,0.628
175.536,0.628
175.19,0.628
174.845,0.628
174.502,0.628
174.16,0.628
173.817,0.628
173.473,0.628
173.127,0.628
172.781,0.627
172.434,0.627
172.086,0.627
171.739,0.627
171.393,0.627
171.049,0.627
170.708,0.627
170.369,0.627
170.033,0.626
169.699,0.626
169.368,0.626
169.038,0.626
168.709,0.626
168.381,0.626
168.053,0.626
167.725,0.626
167.398,0.626
167.072,0.626
166.749,0.625
166.427,0.625
166.106,0.625
165.787,0.625
165.468,0.625
165.149,0.625
164.83,0.625
164.511,0.625
164.191,0.625
163.87,0.625
163.546,0.624
163.222,0.624
162.898,0.624
162.576,0.624
162.256,0.624
161.94,0.624
161.628,0.624
161.32,0.624
161.015,0.624
160.714,0.624
160.415,0.624
160.118,0.623
159.821,0.623
159.525,0.623
159.227,0.623
158.929,0.623
158.628,0.623
158.326,0.623
158.021,0.623
157.715,0.623
157.408,0.623
157.1,0.623
156.793,0.623
156.488,0.622
156.184,0.622
155.882,0.622
155.583,0.622
155.287,0.622
154.995,0.622
154.706,0.622
154.42,0.622
154.137,0.622
153.855,0.622
153.574,0.622
153.294,0.622
153.015,0.622
152.734,0.622
152.453,0.621
152.17,0.621
151.884,0.621
151.596,0.621
151.304,0.621
151.011,0.621
150.718,0.621
150.427,0.621
150.139,0.621
149.854,0.621
149.572,0.621
149.295,0.621
149.02,0.621
148.748,0.621
148.478,0.621
148.209,0.62
147.942,0.62
147.676,0.62
147.411,0.62
147.146,0.62
146.881,0.62
146.615,0.62
146.346,0.62
146.075,0.62
145.802,0.62
145.526,0.62
145.25,0.62
144.972,0.62
144.694,0.62
144.417,0.62
144.141,0.62
143.868,0.62
143.599,0.62
143.335,0.62
143.074,0.619
142.818,0.619
142.565,0.619
142.315,0.619
142.067,0.619
141.82,0.619
141.573,0.619
141.325,0.619
141.076,0.619
140.825,0.619
140.572,0.619
140.316,0.619
140.057,0.619
139.794,0.619
139.528,0.619
139.26,0.619
139.001,0.619
138.756,0.619
138.507,0.619
138.242,0.619
137.981,0.619
137.725,0.619
137.473,0.619
137.225,0.619
136.982,0.618
136.742,0.618
136.504,0.618
136.269,0.618
136.033,0.618
135.797,0.618
135.56,0.618
135.32,0.618
135.079,0.618
134.836,0.618
134.592,0.618
134.347,0.618
134.101,0.618
133.855,0.618
133.61,0.618
133.366,0.618
133.123,0.618
132.882,0.618
132.643,0.618
132.405,0.618
132.168,0.618
131.932,0.618
131.698,0.618
131.464,0.618
131.229,0.618
130.994,0.618
130.758,0.618
130.522,0.618
130.285,0.618
130.05,0.617
129.815,0.617
129.582,0.617
129.35,0.617
129.119,0.617
128.89,0.617
128.662,0.617
128.435,0.617
128.208,0.617
127.983,0.617
127.759,0.617
127.535,0.617
127.312,0.617
127.09,0.617
126.868,0.617
126.645,0.617
126.423,0.617
126.2,0.617
125.977,0.617
125.753,0.617
125.529,0.617
125.303,0.617
125.076,0.617
124.849,0.617
124.622,0.617
124.394,0.617
124.167,0.617
123.94,0.617
123.714,0.617
123.489,0.617
123.267,0.617
123.047,0.617
122.83,0.617
122.615,0.617
122.403,0.617
122.192,0.617
121.984,0.617
121.776,0.617
121.57,0.617
121.364,0.617
121.158,0.617
120.95,0.617
120.742,0.617
120.531,0.617
120.32,0.617
120.107,0.617
119.894,0.617
119.68,0.617
119.466,0.617
119.251,0.617
119.036,0.617
118.82,0.617
118.604,0.617
118.388,0.617
118.172,0.617
117.958,0.617
117.744,0.617
117.533,0.617
117.323,0.617
117.114,0.617
116.908,0.617
116.703,0.617
116.499,0.617
116.297,0.617
116.096,0.617
115.895,0.617
115.696,0.617
115.497,0.617
115.298,0.617
115.1,0.617
114.901,0.617
114.701,0.617
114.5,0.617
114.299,0.617
114.097,0.617
113.894,0.617
113.69,0.617
113.485,0.617
113.28,0.617
113.075,0.617
112.872,0.617
112.67,0.617
112.47,0.617
112.272,0.617
112.075,0.617
111.88,0.617
111.687,0.617
111.494,0.617
111.303,0.617
111.112,0.617
110.921,0.617
110.73,0.617
110.54,0.617
110.349,0.617
110.157,0.617
109.965,0.617
109.772,0.617
109.579,0.617
109.385,0.617
109.19,0.617
108.994,0.617
108.797,0.617
108.599,0.617
108.401,0.617
108.203,0.617
108.006,0.617
107.811,0.617
107.618,0.617
107.427,0.617
107.239,0.617
107.052,0.617
106.867,0.617
106.684,0.617
106.501,0.617
106.32,0.617
106.138,0.617
105.956,0.617
105.774,0.617
105.59,0.617
105.406,0.617
105.221,0.617
105.036,0.617
104.85,0.617
104.664,0.617
104.478,0.617
104.291,0.617
104.105,0.617
103.918,0.617
103.732,0.617
103.546,0.617
103.36,0.617
103.175,0.617
102.99,0.617
102.806,0.617
102.622,0.617
102.439,0.617
102.257,0.617
102.076,0.617
101.896,0.617
101.716,0.617
101.537,0.617
101.359,0.617
101.182,0.617
101.005,0.617
100.829,0.617
100.652,0.617
100.475,0.617
100.298,0.617
100.12,0.617
99.941,0.617
99.764,0.617
99.587,0.617
99.411,0.617
99.236,0.617
99.062,0.617
98.888,0.617
98.714,0.617
98.54,0.617
98.366,0.617
98.192,0.617
98.017,0.617
97.843,0.617
97.668,0.618
97.493,0.618
97.318,0.618
97.143,0.618
96.97,0.618
96.797,0.618
96.625,0.618
96.453,0.618
96.282,0.618
96.11,0.618
95.939,0.618
95.768,0.618
95.597,0.618
95.426,0.618
95.255,0.618
95.084,0.618
94.912,0.618
94.741,0.618
94.57,0.618
94.401,0.618
94.231,0.618
94.063,0.618
93.896,0.618
93.728,0.618
93.561,0.618
93.394,0.618
93.227,0.618
93.06,0.618
92.895,0.618
92.731,0.618
92.569,0.618
92.408,0.618
92.248,0.618
92.088,0.618
91.928,0.618
